reqId,requirementId,phase,order,pragyanIncomp,nlDescription,nlText,gold_scope,gold_condition,gold_actor,gold_modalVerb,gold_action,gold_conditionType,gold_overallIncomplete,gold_hadDisagreement,annotatorId,annotatorUsername,annotatorDisplayName,annotationStatus,rimayText,slot_scope,slot_condition,slot_actor,slot_modalVerb,slot_action,conditionType,patternNumber,nonAtomic,nSystemResponses,overallIncomplete,notes
1363-Signal,6a3ac955be1bfa9e45d3316f,main,35,1,Indicating in the conservation overview whether the last message is yours or from your conversation partner ,Request Number - 1363 | Request Title - Indicating in the conservation overview whether the last message is yours or from your conversation partner | Request Description - Description given.,implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must indicate in the ""conversation overview"" whether the ""last message"" is from the user or the ""conversation partner"".",implied,missing,implied,implied,present,none,,false,,false,
1363-Signal,6a3ac955be1bfa9e45d3316f,main,35,1,Indicating in the conservation overview whether the last message is yours or from your conversation partner ,Request Number - 1363 | Request Title - Indicating in the conservation overview whether the last message is yours or from your conversation partner | Request Description - Description given.,implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137842,Mko,Mko,submitted,"For all users, the App must show in the conversation overview whether the last message is yours or your partner's",implied,missing,implied,implied,present,none,,false,,false,
6459-Signal,6a3ac955be1bfa9e45d33175,main,37,0,"At the moment, sending a share Intent to Signal will include the EXTRA_TEXT portion of the Intent but not the EXTRA_SUBJECT For example, using this code from another app Intent sendIntent = new Intent (); sendIntent . setAction ( Intent . ACTION_SEND ); sendIntent . putExtra ( Intent . EXTRA_SUBJECT , ""This is the intent title"" ); sendIntent . putExtra ( Intent . EXTRA_TEXT , ""This is the intent body"" ); sendIntent . setType ( ""text/plain"" ); startActivity ( Intent . createChooser ( sendIntent , getResources (). getText ( R . string . send_to ))); Signal will only use the body: ""This is the intent body"" but not use the subject: ""This is the intent title"" This would make it easier to get page titles and other subjects shared from browsers and other apps that set the share Intent's EXTRA_SUBJECT","Request Number - 6459 | Request Title - Feature Request: Use Share Intent Subject When Sharing to Signal | Request Description - At the moment, sending a share Intent to Signal will include the EXTRA_TEXT portion of the Intent but not the EXTRA_SUBJECT For example, using this code from another app Intent sendIntent = new Intent (); sendIntent . setAction ( Intent . ACTION_SEND ); sendIntent . putExtra ( Intent . EXTRA_SUBJECT , ""This is the intent title"" ); sendIntent . putExtra ( Intent . EXTRA_TEXT , ""This is the intent body"" ); sendIntent . setType ( ""text/plain"" ); startActivity ( Intent . createChooser ( sendIntent , getResources (). getText ( R . string . send_to ))); Signal will only use the body: ""This is the intent body"" but not use the subject: ""This is the intent title"" This would make it easier to get page titles and other subjects shared from browsers and other apps that set the share Intent's EXTRA_SUBJECT",implied,present,present,implied,present,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, when receiving a ""share intent"", the App must include the ""EXTRA_SUBJECT"" along with the ""EXTRA_TEXT"" in the shared message.",implied,present,implied,implied,present,none,,false,,false,
6459-Signal,6a3ac955be1bfa9e45d33175,main,37,0,"At the moment, sending a share Intent to Signal will include the EXTRA_TEXT portion of the Intent but not the EXTRA_SUBJECT For example, using this code from another app Intent sendIntent = new Intent (); sendIntent . setAction ( Intent . ACTION_SEND ); sendIntent . putExtra ( Intent . EXTRA_SUBJECT , ""This is the intent title"" ); sendIntent . putExtra ( Intent . EXTRA_TEXT , ""This is the intent body"" ); sendIntent . setType ( ""text/plain"" ); startActivity ( Intent . createChooser ( sendIntent , getResources (). getText ( R . string . send_to ))); Signal will only use the body: ""This is the intent body"" but not use the subject: ""This is the intent title"" This would make it easier to get page titles and other subjects shared from browsers and other apps that set the share Intent's EXTRA_SUBJECT","Request Number - 6459 | Request Title - Feature Request: Use Share Intent Subject When Sharing to Signal | Request Description - At the moment, sending a share Intent to Signal will include the EXTRA_TEXT portion of the Intent but not the EXTRA_SUBJECT For example, using this code from another app Intent sendIntent = new Intent (); sendIntent . setAction ( Intent . ACTION_SEND ); sendIntent . putExtra ( Intent . EXTRA_SUBJECT , ""This is the intent title"" ); sendIntent . putExtra ( Intent . EXTRA_TEXT , ""This is the intent body"" ); sendIntent . setType ( ""text/plain"" ); startActivity ( Intent . createChooser ( sendIntent , getResources (). getText ( R . string . send_to ))); Signal will only use the body: ""This is the intent body"" but not use the subject: ""This is the intent title"" This would make it easier to get page titles and other subjects shared from browsers and other apps that set the share Intent's EXTRA_SUBJECT",implied,present,present,implied,present,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,"For all users, when a share intent is received, Signal must include its subject as well as its body",implied,present,present,implied,implied,none,,false,,false,
6459-Signal,6a3ac955be1bfa9e45d33175,main,37,0,"At the moment, sending a share Intent to Signal will include the EXTRA_TEXT portion of the Intent but not the EXTRA_SUBJECT For example, using this code from another app Intent sendIntent = new Intent (); sendIntent . setAction ( Intent . ACTION_SEND ); sendIntent . putExtra ( Intent . EXTRA_SUBJECT , ""This is the intent title"" ); sendIntent . putExtra ( Intent . EXTRA_TEXT , ""This is the intent body"" ); sendIntent . setType ( ""text/plain"" ); startActivity ( Intent . createChooser ( sendIntent , getResources (). getText ( R . string . send_to ))); Signal will only use the body: ""This is the intent body"" but not use the subject: ""This is the intent title"" This would make it easier to get page titles and other subjects shared from browsers and other apps that set the share Intent's EXTRA_SUBJECT","Request Number - 6459 | Request Title - Feature Request: Use Share Intent Subject When Sharing to Signal | Request Description - At the moment, sending a share Intent to Signal will include the EXTRA_TEXT portion of the Intent but not the EXTRA_SUBJECT For example, using this code from another app Intent sendIntent = new Intent (); sendIntent . setAction ( Intent . ACTION_SEND ); sendIntent . putExtra ( Intent . EXTRA_SUBJECT , ""This is the intent title"" ); sendIntent . putExtra ( Intent . EXTRA_TEXT , ""This is the intent body"" ); sendIntent . setType ( ""text/plain"" ); startActivity ( Intent . createChooser ( sendIntent , getResources (). getText ( R . string . send_to ))); Signal will only use the body: ""This is the intent body"" but not use the subject: ""This is the intent title"" This would make it easier to get page titles and other subjects shared from browsers and other apps that set the share Intent's EXTRA_SUBJECT",implied,present,present,implied,present,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, when Signal receives a share Intent with an EXTRA_SUBJECT portion, then Signal must include the EXTRA_SUBJECT portion in the shared message.",implied,present,present,implied,present,none,,false,,false,
6457-Signal,6a3ac955be1bfa9e45d3317b,main,39,1,"I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. In the conversation window, there are 3 ways to open/close the attachment window. Steps to reproduce. The paperclip will open and close the attachment window. The green down arrow (that is visible in the attachment window) will close the attachment window. The ellipses in the upper right of the conversation window have an option to open the attachment window. Actual result: As described above. Expected result: From a usability and attractiveness perspective, there should be only a single way to open and close the attachment window. Screenshots. See the thread on Discourse Hosting for screenshots and discussion of alternatives. Device info. Device: Moto X Pure Edition Android version: 6.0.0 Signal version: 4.1.0","Request Number - 6457 | Request Title - Use single button to open attachment window. | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. In the conversation window, there are 3 ways to open/close the attachment window. Steps to reproduce. The paperclip will open and close the attachment window. The green down arrow (that is visible in the attachment window) will close the attachment window. The ellipses in the upper right of the conversation window have an option to open the attachment window. Actual result: As described above. Expected result: From a usability and attractiveness perspective, there should be only a single way to open and close the attachment window. Screenshots. See the thread on Discourse Hosting for screenshots and discussion of alternatives. Device info. Device: Moto X Pure Edition Android version: 6.0.0 Signal version: 4.1.0",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,"<MISSING_CONDITION>
For all users, the App must provide only one way to open and close the attachment window",implied,missing,implied,present,present,none,,false,,false,
6457-Signal,6a3ac955be1bfa9e45d3317b,main,39,1,"I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. In the conversation window, there are 3 ways to open/close the attachment window. Steps to reproduce. The paperclip will open and close the attachment window. The green down arrow (that is visible in the attachment window) will close the attachment window. The ellipses in the upper right of the conversation window have an option to open the attachment window. Actual result: As described above. Expected result: From a usability and attractiveness perspective, there should be only a single way to open and close the attachment window. Screenshots. See the thread on Discourse Hosting for screenshots and discussion of alternatives. Device info. Device: Moto X Pure Edition Android version: 6.0.0 Signal version: 4.1.0","Request Number - 6457 | Request Title - Use single button to open attachment window. | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. In the conversation window, there are 3 ways to open/close the attachment window. Steps to reproduce. The paperclip will open and close the attachment window. The green down arrow (that is visible in the attachment window) will close the attachment window. The ellipses in the upper right of the conversation window have an option to open the attachment window. Actual result: As described above. Expected result: From a usability and attractiveness perspective, there should be only a single way to open and close the attachment window. Screenshots. See the thread on Discourse Hosting for screenshots and discussion of alternatives. Device info. Device: Moto X Pure Edition Android version: 6.0.0 Signal version: 4.1.0",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must provide only a single way to open and close the attachment window.",implied,missing,implied,implied,present,none,,false,,false,
6457-Signal,6a3ac955be1bfa9e45d3317b,main,39,1,"I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. In the conversation window, there are 3 ways to open/close the attachment window. Steps to reproduce. The paperclip will open and close the attachment window. The green down arrow (that is visible in the attachment window) will close the attachment window. The ellipses in the upper right of the conversation window have an option to open the attachment window. Actual result: As described above. Expected result: From a usability and attractiveness perspective, there should be only a single way to open and close the attachment window. Screenshots. See the thread on Discourse Hosting for screenshots and discussion of alternatives. Device info. Device: Moto X Pure Edition Android version: 6.0.0 Signal version: 4.1.0","Request Number - 6457 | Request Title - Use single button to open attachment window. | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. In the conversation window, there are 3 ways to open/close the attachment window. Steps to reproduce. The paperclip will open and close the attachment window. The green down arrow (that is visible in the attachment window) will close the attachment window. The ellipses in the upper right of the conversation window have an option to open the attachment window. Actual result: As described above. Expected result: From a usability and attractiveness perspective, there should be only a single way to open and close the attachment window. Screenshots. See the thread on Discourse Hosting for screenshots and discussion of alternatives. Device info. Device: Moto X Pure Edition Android version: 6.0.0 Signal version: 4.1.0",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, <MISSING_CONDITION> the App must provide a single way to open and close the attachment window in the conversation window.",implied,missing,implied,implied,present,none,,false,,false,
828-Signal,6a3ac955be1bfa9e45d3318d,main,45,1,TextSecure groups lack the possibility to remove participants after they were added.,Request Number - 828 | Request Title - Feature Request: Group Administration | Request Description - TextSecure groups lack the possibility to remove participants after they were added.,implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must allow the user to remove ""participants"" from ""groups"".",implied,missing,implied,implied,present,none,,false,,false,
828-Signal,6a3ac955be1bfa9e45d3318d,main,45,1,TextSecure groups lack the possibility to remove participants after they were added.,Request Number - 828 | Request Title - Feature Request: Group Administration | Request Description - TextSecure groups lack the possibility to remove participants after they were added.,implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,<MISSING_ACTOR><MISSING_ACTION><MISSING_MODAL_VERB><MISSING_CONDITION>,missing,missing,missing,missing,missing,none,,false,,true,
828-Signal,6a3ac955be1bfa9e45d3318d,main,45,1,TextSecure groups lack the possibility to remove participants after they were added.,Request Number - 828 | Request Title - Feature Request: Group Administration | Request Description - TextSecure groups lack the possibility to remove participants after they were added.,implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, <MISSING_CONDITION> TextSecure must allow the user to remove participants from groups after they were added.
 ",implied,missing,present,implied,present,none,,false,,false,
245-Signal,6a3ac955be1bfa9e45d3319c,main,50,1,"Hi, I am using dual sim mobile. I installed TextSecure, but I am unable to know to which SIM the message is sent ? Please help me.","Request Number - 245 | Request Title - Unable to find to which SIM message was sent | Request Description - Hi, I am using dual sim mobile. I installed TextSecure, but I am unable to know to which SIM the message is sent ? Please help me.",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, if the user is using a ""dual SIM mobile"", then the App must indicate to which ""SIM"" the ""message"" is sent.",implied,present,implied,implied,present,none,,false,,false,
245-Signal,6a3ac955be1bfa9e45d3319c,main,50,1,"Hi, I am using dual sim mobile. I installed TextSecure, but I am unable to know to which SIM the message is sent ? Please help me.","Request Number - 245 | Request Title - Unable to find to which SIM message was sent | Request Description - Hi, I am using dual sim mobile. I installed TextSecure, but I am unable to know to which SIM the message is sent ? Please help me.",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,<MISSING_ACTION><MISSING_CONDITION>,implied,missing,implied,implied,missing,none,,false,,true,
245-Signal,6a3ac955be1bfa9e45d3319c,main,50,1,"Hi, I am using dual sim mobile. I installed TextSecure, but I am unable to know to which SIM the message is sent ? Please help me.","Request Number - 245 | Request Title - Unable to find to which SIM message was sent | Request Description - Hi, I am using dual sim mobile. I installed TextSecure, but I am unable to know to which SIM the message is sent ? Please help me.",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, <MISSING_CONDITION> TextSecure must show which SIM a message is sent through on the dual SIM devices. ",implied,missing,present,implied,present,none,,false,,false,
316-Signal,6a3ac955be1bfa9e45d3319f,main,51,0,"Originally a bug, which should have been titled ""Shared calendar events are not actually attached."" The fix in #1025 removed TS from the ""share with"" list of calendar events, so no longer a bug, but would like to be able to share calendar events via TS, same as can be done with default Android text app. Original (bug) text: Android default Calendar app lets you send a calendar entry. TextSecure is one of the apps that comes up as an option to use for sending. Choosing it, you get to TextSecure, but there is no attachment, just an empty message. (If you choose the regular default Android Text Messaging app, the calendar entry does get properly attached, which is why I suspect the issue is with TextSecure.) Only tried doing this from Calendar, don't know if it's an issue sending via TextSecure from other apps.","Request Number - 316 | Request Title - Feature request: Allow sharing Android calendar events via TextSecure | Request Description - Originally a bug, which should have been titled ""Shared calendar events are not actually attached."" The fix in #1025 removed TS from the ""share with"" list of calendar events, so no longer a bug, but would like to be able to share calendar events via TS, same as can be done with default Android text app. Original (bug) text: Android default Calendar app lets you send a calendar entry. TextSecure is one of the apps that comes up as an option to use for sending. Choosing it, you get to TextSecure, but there is no attachment, just an empty message. (If you choose the regular default Android Text Messaging app, the calendar entry does get properly attached, which is why I suspect the issue is with TextSecure.) Only tried doing this from Calendar, don't know if it's an issue sending via TextSecure from other apps.",implied,present,implied,implied,present,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, when sharing a ""calendar event"" to the ""App"", the App must attach the ""calendar event"" to the ""message"".",implied,present,implied,implied,present,none,,false,,false,
316-Signal,6a3ac955be1bfa9e45d3319f,main,51,0,"Originally a bug, which should have been titled ""Shared calendar events are not actually attached."" The fix in #1025 removed TS from the ""share with"" list of calendar events, so no longer a bug, but would like to be able to share calendar events via TS, same as can be done with default Android text app. Original (bug) text: Android default Calendar app lets you send a calendar entry. TextSecure is one of the apps that comes up as an option to use for sending. Choosing it, you get to TextSecure, but there is no attachment, just an empty message. (If you choose the regular default Android Text Messaging app, the calendar entry does get properly attached, which is why I suspect the issue is with TextSecure.) Only tried doing this from Calendar, don't know if it's an issue sending via TextSecure from other apps.","Request Number - 316 | Request Title - Feature request: Allow sharing Android calendar events via TextSecure | Request Description - Originally a bug, which should have been titled ""Shared calendar events are not actually attached."" The fix in #1025 removed TS from the ""share with"" list of calendar events, so no longer a bug, but would like to be able to share calendar events via TS, same as can be done with default Android text app. Original (bug) text: Android default Calendar app lets you send a calendar entry. TextSecure is one of the apps that comes up as an option to use for sending. Choosing it, you get to TextSecure, but there is no attachment, just an empty message. (If you choose the regular default Android Text Messaging app, the calendar entry does get properly attached, which is why I suspect the issue is with TextSecure.) Only tried doing this from Calendar, don't know if it's an issue sending via TextSecure from other apps.",implied,present,implied,implied,present,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,"<MISSING_CONDITION>
For all users, the App must let the user share calendar events through it",implied,missing,implied,implied,present,none,,false,,false,
316-Signal,6a3ac955be1bfa9e45d3319f,main,51,0,"Originally a bug, which should have been titled ""Shared calendar events are not actually attached."" The fix in #1025 removed TS from the ""share with"" list of calendar events, so no longer a bug, but would like to be able to share calendar events via TS, same as can be done with default Android text app. Original (bug) text: Android default Calendar app lets you send a calendar entry. TextSecure is one of the apps that comes up as an option to use for sending. Choosing it, you get to TextSecure, but there is no attachment, just an empty message. (If you choose the regular default Android Text Messaging app, the calendar entry does get properly attached, which is why I suspect the issue is with TextSecure.) Only tried doing this from Calendar, don't know if it's an issue sending via TextSecure from other apps.","Request Number - 316 | Request Title - Feature request: Allow sharing Android calendar events via TextSecure | Request Description - Originally a bug, which should have been titled ""Shared calendar events are not actually attached."" The fix in #1025 removed TS from the ""share with"" list of calendar events, so no longer a bug, but would like to be able to share calendar events via TS, same as can be done with default Android text app. Original (bug) text: Android default Calendar app lets you send a calendar entry. TextSecure is one of the apps that comes up as an option to use for sending. Choosing it, you get to TextSecure, but there is no attachment, just an empty message. (If you choose the regular default Android Text Messaging app, the calendar entry does get properly attached, which is why I suspect the issue is with TextSecure.) Only tried doing this from Calendar, don't know if it's an issue sending via TextSecure from other apps.",implied,present,implied,implied,present,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, when the user shares a calendar event from the Android Calendar app, then TextSecure must attach the calendar event to the message.",implied,present,present,implied,present,none,,false,,false,
695-Signal,6a3ac955be1bfa9e45d331a5,main,53,0,"When I start typing, the count of letters is shown at the bottom left corner, though I have the SMS mode completely disabled.","Request Number - 695 | Request Title - Don't show letter count, when SMS mode disabled | Request Description - When I start typing, the count of letters is shown at the bottom left corner, though I have the SMS mode completely disabled.",implied,present,implied,implied,present,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, when the user starts ""typing"" and ""SMS mode"" is disabled, the App must not show the ""count of letters"" .",implied,present,implied,implied,present,none,,false,,false,
695-Signal,6a3ac955be1bfa9e45d331a5,main,53,0,"When I start typing, the count of letters is shown at the bottom left corner, though I have the SMS mode completely disabled.","Request Number - 695 | Request Title - Don't show letter count, when SMS mode disabled | Request Description - When I start typing, the count of letters is shown at the bottom left corner, though I have the SMS mode completely disabled.",implied,present,implied,implied,present,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,<MISSING_ACTION><MISSING_CONDITION><MISSING_ACTOR><MISSING_MODAL_VERB>,missing,missing,missing,missing,missing,none,,false,,true,
695-Signal,6a3ac955be1bfa9e45d331a5,main,53,0,"When I start typing, the count of letters is shown at the bottom left corner, though I have the SMS mode completely disabled.","Request Number - 695 | Request Title - Don't show letter count, when SMS mode disabled | Request Description - When I start typing, the count of letters is shown at the bottom left corner, though I have the SMS mode completely disabled.",implied,present,implied,implied,present,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, if SMS mode is disabled and the user starts typing a message, then the App must hide the letter count.",implied,present,implied,implied,present,none,,false,,false,
1761-Signal,6a3ac956be1bfa9e45d331b4,main,58,1,It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.,Request Number - 1761 | Request Title - Automatic SMS forwarding | Request Description - It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.,implied,present,implied,implied,present,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, when receiving an ""incoming SMS"" from a ""certain contract"", then the App must automatically forward the ""SMS"" to ""another contract"".",implied,present,implied,implied,present,none,,false,,false,
1761-Signal,6a3ac956be1bfa9e45d331b4,main,58,1,It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.,Request Number - 1761 | Request Title - Automatic SMS forwarding | Request Description - It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.,implied,present,implied,implied,present,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,"For all users, the App must let the user automatically forward SMS from one contact to another",implied,missing,implied,implied,present,none,,false,,false,
1761-Signal,6a3ac956be1bfa9e45d331b4,main,58,1,It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.,Request Number - 1761 | Request Title - Automatic SMS forwarding | Request Description - It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.,implied,present,implied,implied,present,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, when the App receives an SMS from a certain contact, then the App must automatically forward the SMS to another contact.",implied,present,implied,implied,present,none,,false,,false,
4245-Signal,6a3ac956be1bfa9e45d331c0,main,62,0,Calling screen doesn't show the full resolution contact photo on Signal 3.0.3,Request Number - 4245 | Request Title - Low quality contact photo during call | Request Description - Calling screen doesn't show the full resolution contact photo on Signal 3.0.3,implied,implied,implied,implied,present,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, if the user is on the ""calling screen"", then the App must show the ""full resolution contact photo"".",implied,present,implied,implied,present,none,,false,,false,
4245-Signal,6a3ac956be1bfa9e45d331c0,main,62,0,Calling screen doesn't show the full resolution contact photo on Signal 3.0.3,Request Number - 4245 | Request Title - Low quality contact photo during call | Request Description - Calling screen doesn't show the full resolution contact photo on Signal 3.0.3,implied,implied,implied,implied,present,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,<MISSING_ACTION><MISSING_MODAL_VERB>,missing,missing,missing,missing,missing,none,,false,,true,
4245-Signal,6a3ac956be1bfa9e45d331c0,main,62,0,Calling screen doesn't show the full resolution contact photo on Signal 3.0.3,Request Number - 4245 | Request Title - Low quality contact photo during call | Request Description - Calling screen doesn't show the full resolution contact photo on Signal 3.0.3,implied,implied,implied,implied,present,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, when signal is on calling screen it must show contact photo in full resolution.",implied,implied,present,implied,present,none,,false,,false,
5775-Signal,6a3ac956be1bfa9e45d331c6,main,64,0,"I have looked at all open and closed issues containing ""disappearing"" here and in the libsignal-java repo. I hope the bug belongs to this repo, sorry if not! For my use case, the 30s/.../1 week periods for disappearing messages are not useful. I quite often want to have a look at messages written within the last month. I'd thus not use the feature at all, even though in principle I think it is a good idea. I'd suggest to add further periods up to at least one year or something. (As I'm thinking of it, maybe it should even be 13 months rather than 12, so you can re-read what you were discussing on your last year's birthday or last christmas or whatever, and it only disappears little after) (Signal 3.19.1 on Android 6.0.1 / CM 13)","Request Number - 5775 | Request Title - Add longer-term disappearing timeouts | Request Description - I have looked at all open and closed issues containing ""disappearing"" here and in the libsignal-java repo. I hope the bug belongs to this repo, sorry if not! For my use case, the 30s/.../1 week periods for disappearing messages are not useful. I quite often want to have a look at messages written within the last month. I'd thus not use the feature at all, even though in principle I think it is a good idea. I'd suggest to add further periods up to at least one year or something. (As I'm thinking of it, maybe it should even be 13 months rather than 12, so you can re-read what you were discussing on your last year's birthday or last christmas or whatever, and it only disappears little after) (Signal 3.19.1 on Android 6.0.1 / CM 13)",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,"<MISSING_CONDITION>
For all users, the App must offer longer disappearing-message periods, up to at least one year",implied,missing,implied,implied,present,none,,false,,false,
5775-Signal,6a3ac956be1bfa9e45d331c6,main,64,0,"I have looked at all open and closed issues containing ""disappearing"" here and in the libsignal-java repo. I hope the bug belongs to this repo, sorry if not! For my use case, the 30s/.../1 week periods for disappearing messages are not useful. I quite often want to have a look at messages written within the last month. I'd thus not use the feature at all, even though in principle I think it is a good idea. I'd suggest to add further periods up to at least one year or something. (As I'm thinking of it, maybe it should even be 13 months rather than 12, so you can re-read what you were discussing on your last year's birthday or last christmas or whatever, and it only disappears little after) (Signal 3.19.1 on Android 6.0.1 / CM 13)","Request Number - 5775 | Request Title - Add longer-term disappearing timeouts | Request Description - I have looked at all open and closed issues containing ""disappearing"" here and in the libsignal-java repo. I hope the bug belongs to this repo, sorry if not! For my use case, the 30s/.../1 week periods for disappearing messages are not useful. I quite often want to have a look at messages written within the last month. I'd thus not use the feature at all, even though in principle I think it is a good idea. I'd suggest to add further periods up to at least one year or something. (As I'm thinking of it, maybe it should even be 13 months rather than 12, so you can re-read what you were discussing on your last year's birthday or last christmas or whatever, and it only disappears little after) (Signal 3.19.1 on Android 6.0.1 / CM 13)",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must add further periods - up to at least one year or 13 months for ""disappearing messages""",implied,missing,implied,implied,present,none,,false,,false,
5775-Signal,6a3ac956be1bfa9e45d331c6,main,64,0,"I have looked at all open and closed issues containing ""disappearing"" here and in the libsignal-java repo. I hope the bug belongs to this repo, sorry if not! For my use case, the 30s/.../1 week periods for disappearing messages are not useful. I quite often want to have a look at messages written within the last month. I'd thus not use the feature at all, even though in principle I think it is a good idea. I'd suggest to add further periods up to at least one year or something. (As I'm thinking of it, maybe it should even be 13 months rather than 12, so you can re-read what you were discussing on your last year's birthday or last christmas or whatever, and it only disappears little after) (Signal 3.19.1 on Android 6.0.1 / CM 13)","Request Number - 5775 | Request Title - Add longer-term disappearing timeouts | Request Description - I have looked at all open and closed issues containing ""disappearing"" here and in the libsignal-java repo. I hope the bug belongs to this repo, sorry if not! For my use case, the 30s/.../1 week periods for disappearing messages are not useful. I quite often want to have a look at messages written within the last month. I'd thus not use the feature at all, even though in principle I think it is a good idea. I'd suggest to add further periods up to at least one year or something. (As I'm thinking of it, maybe it should even be 13 months rather than 12, so you can re-read what you were discussing on your last year's birthday or last christmas or whatever, and it only disappears little after) (Signal 3.19.1 on Android 6.0.1 / CM 13)",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, <MISSING_CONDITION> Signal must provide disappearing message periods for up to 12 months. ",implied,missing,present,implied,present,none,,false,,false,
1504-Signal,6a3ac956be1bfa9e45d331d2,main,68,1,how about we edit this one too?  or just delete it..... 🙈,Request Number - 1504 | Request Title - Notification Color for Individual Contacts or Groups | Request Description - how about we edit this one too?  or just delete it..... 🙈,implied,missing,implied,implied,missing,none,true,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must <MISSING_ACTION>.",implied,missing,implied,implied,missing,none,,false,,true,
1504-Signal,6a3ac956be1bfa9e45d331d2,main,68,1,how about we edit this one too?  or just delete it..... 🙈,Request Number - 1504 | Request Title - Notification Color for Individual Contacts or Groups | Request Description - how about we edit this one too?  or just delete it..... 🙈,implied,missing,implied,implied,missing,none,true,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,"<MISSING_CONDITION>
For all users, the App must let the user set a notification color for a contact or a group",implied,missing,implied,implied,present,none,,false,,false,
1504-Signal,6a3ac956be1bfa9e45d331d2,main,68,1,how about we edit this one too?  or just delete it..... 🙈,Request Number - 1504 | Request Title - Notification Color for Individual Contacts or Groups | Request Description - how about we edit this one too?  or just delete it..... 🙈,implied,missing,implied,implied,missing,none,true,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,<MISSING_SCOPE><MISSING_CONDITION><MISSING_ACTOR><MISSING_MODAL_VERB><MISSING_ACTION>,missing,missing,missing,missing,missing,none,,false,,true,
